Home Team,Home Goalie,Home Score,Home Shots,Away Team,Away Goalie,Away Score,Away Shots,Overtime?,Winner
ANA,Lukas Dostal,1,25,NYI,Semyon Varlamov,7,36,True,NYI
BUF,Devon Levi,2,29,EDM,Calvin Pickard,9,39,True,EDM
OTT,Linus Ullmark,0,19,DET,Ville Husso,3,29,True,DET
COL,Justus Annunen,5,34,CHI,Petr Mrazek,2,25,True,COL
UT,Connor Ingram,3,31,TOR,Anthony Stolarz,1,23,True,UT
BOS,Joonas Korpisalo,1,27,FLA,Sergei Bobrovsky,1,23,False,FLA
NJ,Jake Allen,0,28,CBJ,Elvis Merzlikins,1,24,True,CBJ
PHI,Ivan Fedotov,1,23,OTT,Linus Ullmark,5,34,True,OTT
PIT,Alex Nedelkovich,3,28,VGK,Adin Hill,7,31,True,VGK
CAR,Pyotr Kochetkov,5,28,TB,Andrei Vasilevskiy,3,24,True,CAR
MIN,Marc-Andre Fleury,2,25,COL,Justus Annunen,1,25,True,MIN
WPG,Connor Hellebuyck,2,19,NYR,Jonathan Quick,3,33,True,NYR
VAN,Thatcher Demko,2,22,MTL,Sam Montembeault,6,30,True,MTL
ANA,John Gibson,2,25,WSH,Logan Thompson,4,35,True,WSH
LA,Darcy Kuemper,1,27,NYI,Semyon Varlamov,4,30,True,NYI
SJ,Mackenzie Blackwood,1,23,NSH,Juuse Saros,4,34,True,NSH
DET,Cam Talbot,1,22,BUF,Devon Levi,2,27,True,BUF
CGY,Dustin Wolf,2,22,VAN,Thatcher Demko,2,21,False,VAN
UT,Karel Vejmelka,0,32,ANA,Lukas Dostal,4,30,True,ANA
SEA,Philipp Grubauer,2,32,MTL,Caiden Primeau,6,21,True,MTL
TOR,Anthony Stolarz,2,23,FLA,Spencer Knight,7,26,True,FLA
OTT,Linus Ullmark,4,31,BOS,Joonas Korpisalo,1,34,True,OTT
NJ,Jake Allen,2,24,EDM,Stuart Skinner,1,31,True,NJ
PHI,Ivan Fedotov,1,22,TB,Jonas Johansson,2,21,True,TB
PIT,Tristan Jarry,6,28,STL,Jordan Binnington,0,22,True,PIT
CBJ,Elvis Merzlikins,4,29,VGK,Adin Hill,2,35,True,CBJ
MIN,Filip Gustavsson,2,27,NYR,Jonathan Quick,0,26,True,MIN
LA,David Rittich,1,19,WSH,Logan Thompson,1,24,False,WSH
SJ,Mackenzie Blackwood,2,28,CHI,Laurent Brossoit,2,25,False,CHI
CAR,Frederik Andersen,3,30,DET,Ville Husso,1,19,True,CAR
NYI,Ilya Sorokin,1,27,EDM,Calvin Pickard,2,33,True,EDM
WPG,Kaapo Kahkonen,3,22,DAL,Casey DeSmith,0,33,True,WPG
CGY,Dustin Wolf,5,25,COL,Alexandar Georgiev,6,30,True,COL
ANA,John Gibson,2,21,NSH,Juuse Saros,3,29,True,NSH
SEA,Joey Daccord,2,28,UT,Connor Ingram,4,22,True,UT
BUF,Devon Levi,4,23,VGK,Ilya Samsonov,3,30,True,BUF
PIT,Tristan Jarry,2,21,NJ,Jacob Markstrom,6,43,True,NJ
SJ,Yaroslav Askarov,2,23,WSH,Charlie Lindgren,7,37,True,WSH
BOS,Brandon Bussi,3,29,TB,Andrei Vasilevskiy,5,32,True,TB
TOR,Anthony Stolarz,3,25,OTT,Anton Forsberg,3,22,False,OTT
MTL,Sam Montembeault,0,21,FLA,Spencer Knight,3,25,True,FLA
PHI,Ivan Fedotov,2,29,CAR,Pyotr Kochetkov,1,29,True,PHI
CBJ,Elvis Merzlikins,1,20,NYR,Igor Shesterkin,3,30,True,NYR
MIN,Filip Gustavsson,2,24,STL,Joel Hofer,3,28,True,STL
LA,Darcy Kuemper,5,26,NSH,Scott Wedgewood,1,28,True,LA
VAN,Arturs Silovs,4,29,CHI,Laurent Brossoit,3,24,True,VAN
DET,Cam Talbot,4,25,VGK,Adin Hill,3,23,True,DET
COL,Alexandar Georgiev,3,27,DAL,Casey DeSmith,2,27,True,COL
STL,Jordan Binnington,3,22,ANA,John Gibson,0,32,True,STL
NYR,Jonathan Quick,4,29,EDM,Stuart Skinner,3,34,True,NYR
NYI,Ilya Sorokin,2,30,FLA,Sergei Bobrovsky,1,21,True,NYI
VAN,Thatcher Demko,1,27,UT,Connor Ingram,2,26,True,UT
SEA,Joey Daccord,4,20,WPG,Connor Hellebuyck,0,18,True,SEA
BOS,Brandon Bussi,4,35,BUF,Devon Levi,0,20,True,BOS
TB,Jonas Johansson,1,21,PHI,Ivan Fedotov,4,20,True,PHI
CBJ,Elvis Merzlikins,1,24,NJ,Jake Allen,0,43,True,CBJ
TOR,Anthony Stolarz,5,32,CGY,Dustin Wolf,2,19,True,TOR
MIN,Filip Gustavsson,4,21,LA,Darcy Kuemper,1,27,True,MIN
MTL,Caiden Primeau,2,22,OTT,Linus Ullmark,5,35,True,OTT
NYR,Igor Shesterkin,3,32,CGY,Dustin Wolf,1,25,True,NYR
PIT,Alex Nedelkovich,6,25,NYI,Ilya Sorokin,4,38,True,PIT
WSH,Logan Thompson,3,28,DET,Ville Husso,1,23,True,WSH
NSH,Juuse Saros,4,29,STL,Jordan Binnington,6,25,True,STL
DAL,Casey DeSmith,1,32,ANA,Lukas Dostal,2,21,True,ANA
CHI,Laurent Brossoit,5,24,SEA,Joey Daccord,2,19,True,CHI
EDM,Calvin Pickard,1,27,UT,Connor Ingram,2,30,True,UT
VAN,Thatcher Demko,2,21,WPG,Kaapo Kahkonen,6,30,True,WPG
TOR,Anthony Stolarz,3,30,COL,Alexandar Georgiev,1,31,True,TOR
MIN,Marc-Andre Fleury,2,25,SEA,Joey Daccord,2,18,False,SEA
OTT,Anton Forsberg,3,21,COL,Justus Annunen,3,33,False,COL
NJ,Jake Allen,2,35,CGY,Dustin Wolf,2,23,False,CGY
NYR,Igor Shesterkin,0,20,TOR,Anthony Stolarz,3,28,True,TOR
WSH,Logan Thompson,4,29,PHI,Samuel Ersson,3,20,True,WSH
CBJ,Daniil Tarasov,2,25,FLA,Spencer Knight,1,21,True,CBJ
NYI,Ilya Sorokin,4,32,MTL,Sam Montembeault,2,26,True,NYI
STL,Jordan Binnington,4,30,VAN,Thatcher Demko,0,22,True,STL
NSH,Juuse Saros,1,31,ANA,John Gibson,4,25,True,ANA
DAL,Jake Oettinger,5,28,TB,Andrei Vasilevskiy,1,23,True,DAL
CHI,Petr Mrazek,0,20,LA,David Rittich,2,21,True,LA
EDM,Calvin Pickard,1,24,WPG,Connor Hellebuyck,2,22,True,WPG
UT,Karel Vejmelka,4,21,BUF,Ukko-Pekka Luukkonen,1,28,True,UT
VGK,Ilya Samsonov,2,31,BOS,Brandon Bussi,3,27,True,BOS
SJ,Yaroslav Askarov,4,25,CAR,Pyotr Kochetkov,6,40,True,CAR
PIT,Tristan Jarry,5,26,CBJ,Daniil Tarasov,3,29,True,PIT
NYR,Igor Shesterkin,3,23,VAN,Arturs Silovs,2,33,True,NYR
DAL,Casey DeSmith,4,25,PHI,Ivan Fedotov,3,29,True,DAL
MIN,Filip Gustavsson,3,34,BUF,Devon Levi,1,19,True,MIN
STL,Joel Hofer,1,29,CHI,Laurent Brossoit,1,34,False,CHI
NYI,Ilya Sorokin,5,24,CGY,Dan Vladar,2,31,True,NYI
LA,David Rittich,1,23,CAR,Pyotr Kochetkov,5,29,True,CAR
WSH,Charlie Lindgren,0,25,FLA,Sergei Bobrovsky,3,31,True,FLA
UT,Karel Vejmelka,3,22,TB,Jonas Johansson,5,28,True,TB
MTL,Caiden Primeau,1,29,COL,Alexandar Georgiev,3,35,True,COL
NJ,Jacob Markstrom,2,36,OTT,Anton Forsberg,1,22,True,NJ
NSH,Scott Wedgewood,0,30,TOR,Joeseph Woll,0,23,False,TOR
VGK,Adin Hill,6,21,DET,Ville Husso,1,21,True,VGK
EDM,Calvin Pickard,4,32,SEA,Joey Daccord,1,22,True,EDM
SJ,Yaroslav Askarov,0,17,BOS,Joonas Korpisalo,5,28,True,BOS
CHI,Petr Mrazek,3,24,PHI,Ivan Fedotov,3,34,False,PHI
WPG,Kaapo Kahkonen,1,18,BUF,Devon Levi,4,31,True,BUF
FLA,Sergei Bobrovsky,3,31,PIT,Alex Nedelkovich,4,31,True,PIT
STL,Joel Hofer,4,24,NSH,Scott Wedgewood,2,24,True,STL
VGK,Adin Hill,1,21,TB,Jonas Johansson,4,26,True,TB
ANA,Lukas Dostal,1,22,CAR,Frederik Andersen,3,42,True,CAR
LA,Darcy Kuemper,2,20,BOS,Joonas Korpisalo,2,22,False,BOS
NJ,Jacob Markstrom,3,29,VAN,Thatcher Demko,3,24,False,VAN
NYI,Semyon Varlamov,3,38,CBJ,Daniil Tarasov,2,28,True,NYI
DAL,Jake Oettinger,2,30,MIN,Marc-Andre Fleury,3,27,True,MIN
UT,Karel Vejmelka,1,27,DET,Cam Talbot,3,21,True,DET
BUF,Ukko-Pekka Luukkonen,3,20,OTT,Linus Ullmark,6,35,True,OTT
TOR,Joeseph Woll,3,38,PHI,Ivan Fedotov,1,24,True,TOR
TB,Andrei Vasilevskiy,5,33,PIT,Tristan Jarry,4,27,True,TB
CAR,Pyotr Kochetkov,3,25,NSH,Scott Wedgewood,2,22,True,CAR
STL,Jordan Binnington,2,23,MTL,Caiden Primeau,6,26,True,MTL
MIN,Filip Gustavsson,2,21,VGK,Ilya Samsonov,4,28,True,VGK
WPG,Connor Hellebuyck,2,30,WSH,Charlie Lindgren,1,31,True,WPG
COL,Justus Annunen,4,32,DET,Ville Husso,3,27,True,COL
CGY,Dustin Wolf,2,25,SEA,Philipp Grubauer,0,19,True,CGY
LA,Darcy Kuemper,5,24,NYR,Igor Shesterkin,1,24,True,LA
NYI,Ilya Sorokin,1,21,VAN,Arturs Silovs,2,22,True,VAN
CHI,Laurent Brossoit,4,20,NJ,Jacob Markstrom,7,36,True,NJ
EDM,Stuart Skinner,4,24,DAL,Jake Oettinger,3,34,True,EDM
ANA,John Gibson,2,20,BOS,Brandon Bussi,2,37,False,BOS
BUF,Ukko-Pekka Luukkonen,4,31,PIT,Alex Nedelkovich,3,23,True,BUF
DET,Cam Talbot,3,34,OTT,Anton Forsberg,4,25,True,OTT
TB,Jonas Johansson,1,27,UT,Connor Ingram,2,29,True,UT
PHI,Ivan Fedotov,6,28,MTL,Sam Montembeault,1,32,True,PHI
NSH,Scott Wedgewood,5,34,STL,Joel Hofer,4,20,True,NSH
MIN,Marc-Andre Fleury,4,30,WSH,Charlie Lindgren,2,28,True,MIN
COL,Justus Annunen,6,31,LA,David Rittich,1,25,True,COL
CGY,Dustin Wolf,4,21,DAL,Jake Oettinger,4,25,False,DAL
SEA,Philipp Grubauer,0,21,EDM,Stuart Skinner,7,30,True,EDM
SJ,Mackenzie Blackwood,3,23,TOR,Anthony Stolarz,1,36,True,SJ
FLA,Sergei Bobrovsky,1,32,UT,Karel Vejmelka,4,26,True,UT
CAR,Frederik Andersen,5,36,MTL,Sam Montembeault,4,24,True,CAR
CBJ,Elvis Merzlikins,2,17,VAN,Arturs Silovs,3,37,True,VAN
WPG,Connor Hellebuyck,3,34,NJ,Jake Allen,1,30,True,WPG
CHI,Laurent Brossoit,5,28,VGK,Ilya Samsonov,1,21,True,CHI
ANA,John Gibson,2,21,NYR,Jonathan Quick,2,30,False,NYR
PHI,Ivan Fedotov,6,28,BUF,Devon Levi,3,27,True,PHI
TB,Jonas Johansson,4,21,NYI,Semyon Varlamov,1,25,True,TB
COL,Justus Annunen,1,27,STL,Jordan Binnington,4,20,True,STL
MIN,Filip Gustavsson,3,23,NJ,Jake Allen,5,32,True,NJ
NSH,Juuse Saros,2,24,VGK,Ilya Samsonov,1,24,True,NSH
OTT,Anton Forsberg,3,36,CBJ,Daniil Tarasov,3,34,False,CBJ
LA,David Rittich,1,25,TOR,Joeseph Woll,4,29,True,TOR
DET,Ville Husso,0,21,BOS,Joonas Korpisalo,2,28,True,BOS
EDM,Stuart Skinner,5,34,CGY,Dustin Wolf,2,26,True,EDM
SJ,Yaroslav Askarov,3,17,NYR,Jonathan Quick,2,39,True,SJ
SEA,Joey Daccord,2,29,DAL,Jake Oettinger,4,33,True,DAL
FLA,Spencer Knight,4,38,MTL,Caiden Primeau,2,19,True,FLA
WSH,Charlie Lindgren,3,25,BUF,Ukko-Pekka Luukkonen,2,26,True,WSH
WPG,Connor Hellebuyck,1,22,VAN,Arturs Silovs,2,22,True,VAN
CHI,Laurent Brossoit,0,18,UT,Karel Vejmelka,0,26,False,UT
PIT,Tristan Jarry,2,28,OTT,Linus Ullmark,2,20,False,OTT
CAR,Frederik Andersen,2,29,NYI,Semyon Varlamov,0,21,True,CAR
ANA,John Gibson,3,25,TOR,Joeseph Woll,1,29,True,ANA
LA,Darcy Kuemper,2,37,SJ,Mackenzie Blackwood,3,23,True,SJ
NJ,Jake Allen,3,32,MIN,Filip Gustavsson,3,29,False,MIN
PHI,Samuel Ersson,2,28,NSH,Juuse Saros,6,26,True,NSH
COL,Justus Annunen,1,27,CGY,Dustin Wolf,1,30,False,CGY
SEA,Joey Daccord,3,25,DAL,Jake Oettinger,3,25,False,DAL
BOS,Brandon Bussi,4,29,WSH,Charlie Lindgren,2,26,True,BOS
MTL,Caiden Primeau,1,30,FLA,Sergei Bobrovsky,5,27,True,FLA
OTT,Anton Forsberg,0,20,BUF,Ukko-Pekka Luukkonen,2,24,True,BUF
CBJ,Elvis Merzlikins,4,31,NSH,Scott Wedgewood,4,32,False,NSH
NYI,Semyon Varlamov,5,34,TB,Andrei Vasilevskiy,2,24,True,NYI
STL,Joel Hofer,2,29,DET,Cam Talbot,2,24,False,DET
UT,Connor Ingram,6,29,CGY,Dan Vladar,3,24,True,UT
VGK,Ilya Samsonov,3,35,EDM,Calvin Pickard,0,27,True,VGK
ANA,John Gibson,3,19,SJ,Yaroslav Askarov,3,23,False,SJ
LA,David Rittich,3,31,WPG,Connor Hellebuyck,2,19,True,LA
NYR,Igor Shesterkin,2,18,MIN,Marc-Andre Fleury,5,32,True,MIN
CAR,Frederik Andersen,3,26,WSH,Logan Thompson,1,28,True,CAR
TOR,Joeseph Woll,4,26,FLA,Spencer Knight,3,25,True,TOR
CHI,Petr Mrazek,3,23,COL,Alexandar Georgiev,4,23,True,COL
VAN,Thatcher Demko,2,32,SEA,Joey Daccord,4,25,True,SEA
MTL,Sam Montembeault,1,26,BOS,Brandon Bussi,1,19,False,BOS
OTT,Anton Forsberg,1,21,TB,Jonas Johansson,2,24,True,TB
CBJ,Elvis Merzlikins,2,26,COL,Justus Annunen,5,45,True,COL
STL,Jordan Binnington,2,19,PIT,Alex Nedelkovich,5,31,True,PIT
DAL,Jake Oettinger,2,34,NSH,Juuse Saros,3,29,True,NSH
UT,Connor Ingram,5,32,LA,David Rittich,0,22,True,UT
CGY,Dan Vladar,4,30,ANA,Lukas Dostal,2,28,True,CGY
VGK,Ilya Samsonov,3,24,WPG,Connor Hellebuyck,4,32,True,WPG
SJ,Mackenzie Blackwood,0,18,EDM,Stuart Skinner,4,30,True,EDM
DET,Cam Talbot,0,18,CAR,Pyotr Kochetkov,4,38,True,CAR
WSH,Charlie Lindgren,2,28,CHI,Petr Mrazek,3,18,True,CHI
NYI,Semyon Varlamov,1,26,MIN,Marc-Andre Fleury,2,24,True,MIN
NJ,Jake Allen,3,29,NYR,Igor Shesterkin,1,31,True,NJ
OTT,Linus Ullmark,3,25,FLA,Sergei Bobrovsky,4,28,True,FLA
DAL,Casey DeSmith,3,39,PIT,Tristan Jarry,2,21,True,DAL
VAN,Thatcher Demko,1,24,ANA,Lukas Dostal,2,27,True,ANA
LA,David Rittich,2,20,EDM,Stuart Skinner,5,30,True,EDM
BOS,Brandon Bussi,2,25,CAR,Frederik Andersen,4,27,True,CAR
BUF,Ukko-Pekka Luukkonen,0,21,TB,Andrei Vasilevskiy,7,31,True,TB
TOR,Anthony Stolarz,6,40,CBJ,Daniil Tarasov,2,22,True,TOR
MTL,Caiden Primeau,5,25,PHI,Samuel Ersson,5,25,False,PHI
STL,Jordan Binnington,1,25,COL,Alexandar Georgiev,1,23,False,COL
UT,Karel Vejmelka,3,32,WPG,Connor Hellebuyck,3,30,False,WPG
CGY,Dan Vladar,1,19,VGK,Ilya Samsonov,3,21,True,VGK
SJ,Yaroslav Askarov,1,24,SEA,Joey Daccord,1,28,False,SEA
NYI,Ilya Sorokin,1,31,WSH,Logan Thompson,3,26,True,WSH
MIN,Marc-Andre Fleury,3,22,DAL,Casey DeSmith,1,29,True,MIN
OTT,Linus Ullmark,4,35,CBJ,Daniil Tarasov,1,19,True,OTT
DET,Ville Husso,3,20,FLA,Sergei Bobrovsky,4,32,True,FLA
BUF,Devon Levi,4,19,BOS,Brandon Bussi,0,33,True,BUF
CHI,Laurent Brossoit,1,21,PIT,Tristan Jarry,3,36,True,PIT
NSH,Juuse Saros,2,35,MTL,Sam Montembeault,1,20,True,NSH
VAN,Arturs Silovs,2,33,VGK,Ilya Samsonov,3,30,True,VGK
NYR,Igor Shesterkin,4,22,TB,Jonas Johansson,0,25,True,NYR
WPG,Connor Hellebuyck,3,23,STL,Joel Hofer,3,32,False,STL
ANA,John Gibson,4,19,EDM,Stuart Skinner,6,46,True,EDM
LA,Darcy Kuemper,4,23,SEA,Joey Daccord,2,23,True,LA
SJ,Yaroslav Askarov,5,25,CGY,Dustin Wolf,5,32,False,CGY
BUF,Devon Levi,3,29,CAR,Frederik Andersen,2,40,True,BUF
MTL,Sam Montembeault,6,22,DET,Cam Talbot,5,30,True,MTL
FLA,Spencer Knight,5,27,TOR,Anthony Stolarz,4,30,True,FLA
NJ,Jacob Markstrom,5,29,BOS,Brandon Bussi,3,19,True,NJ
CBJ,Daniil Tarasov,6,23,OTT,Linus Ullmark,3,36,True,CBJ
PIT,Alex Nedelkovich,2,21,CHI,Laurent Brossoit,6,38,True,CHI
NSH,Scott Wedgewood,4,32,NYI,Ilya Sorokin,4,25,False,NYI
DAL,Jake Oettinger,3,34,VAN,Arturs Silovs,1,22,True,DAL
UT,Karel Vejmelka,2,20,SEA,Philipp Grubauer,2,24,False,SEA
COL,Justus Annunen,5,34,VGK,Ilya Samsonov,2,32,True,COL
TB,Jonas Johansson,4,28,TOR,Joeseph Woll,1,29,True,TB
NYR,Jonathan Quick,2,31,PHI,Ivan Fedotov,11,31,True,PHI
MIN,Filip Gustavsson,1,28,SJ,Mackenzie Blackwood,4,19,True,SJ
EDM,Calvin Pickard,8,39,STL,Joel Hofer,3,18,True,EDM
ANA,Lukas Dostal,2,21,CGY,Dustin Wolf,2,32,False,CGY
BOS,Joonas Korpisalo,0,30,CHI,Laurent Brossoit,4,17,True,CHI
FLA,Spencer Knight,4,32,DET,Cam Talbot,2,25,True,FLA
WSH,Logan Thompson,2,29,CAR,Frederik Andersen,2,35,False,CAR
CBJ,Elvis Merzlikins,0,20,BUF,Devon Levi,2,37,True,BUF
NYI,Ilya Sorokin,1,27,NYR,Igor Shesterkin,3,31,True,NYR
DAL,Casey DeSmith,2,36,WPG,Connor Hellebuyck,3,30,True,WPG
COL,Justus Annunen,6,29,VAN,Thatcher Demko,6,34,False,VAN
UT,Connor Ingram,2,26,NSH,Scott Wedgewood,3,34,True,NSH
VGK,Adin Hill,1,26,SEA,Philipp Grubauer,1,23,False,SEA
LA,Darcy Kuemper,3,21,ANA,John Gibson,3,20,False,ANA
OTT,Anton Forsberg,4,34,MTL,Sam Montembeault,4,22,False,MTL
TB,Jonas Johansson,1,30,DET,Cam Talbot,4,32,True,DET
NJ,Jake Allen,4,40,PIT,Tristan Jarry,5,22,True,PIT
EDM,Calvin Pickard,2,42,SJ,Yaroslav Askarov,2,27,False,SJ
CGY,Dustin Wolf,2,17,MIN,Filip Gustavsson,2,22,False,MIN
PHI,Ivan Fedotov,5,34,NYI,Ilya Sorokin,2,25,True,PHI
CAR,Frederik Andersen,4,27,NYR,Igor Shesterkin,3,22,True,CAR
LA,David Rittich,1,18,COL,Justus Annunen,2,23,True,COL
FLA,Sergei Bobrovsky,6,33,BUF,Ukko-Pekka Luukkonen,0,26,True,FLA
TOR,Joeseph Woll,1,39,MTL,Caiden Primeau,3,22,True,MTL
CBJ,Elvis Merzlikins,2,27,WSH,Logan Thompson,0,22,True,CBJ
CHI,Laurent Brossoit,2,22,WPG,Connor Hellebuyck,3,24,True,WPG
DAL,Casey DeSmith,6,27,UT,Connor Ingram,4,30,True,DAL
VAN,Arturs Silovs,3,20,MIN,Filip Gustavsson,1,27,True,VAN
VGK,Ilya Samsonov,1,32,NSH,Juuse Saros,2,23,True,NSH
SEA,Joey Daccord,4,26,STL,Jordan Binnington,4,21,False,STL
OTT,Linus Ullmark,0,22,PHI,Ivan Fedotov,2,23,True,PHI
NJ,Jake Allen,3,36,NYI,Ilya Sorokin,1,19,True,NJ
PIT,Tristan Jarry,4,21,BOS,Brandon Bussi,1,27,True,PIT
CAR,Pyotr Kochetkov,2,35,TOR,Joeseph Woll,4,25,True,TOR
TB,Andrei Vasilevskiy,7,37,BUF,Devon Levi,3,24,True,TB
WSH,Logan Thompson,1,24,CBJ,Daniil Tarasov,2,32,True,CBJ
WPG,Connor Hellebuyck,1,20,EDM,Calvin Pickard,1,29,False,EDM
CGY,Dustin Wolf,1,37,SJ,Mackenzie Blackwood,0,16,True,CGY
ANA,Lukas Dostal,2,18,COL,Alexandar Georgiev,3,40,True,COL
MTL,Caiden Primeau,4,33,CHI,Petr Mrazek,3,35,True,MTL
DET,Cam Talbot,2,30,DAL,Casey DeSmith,3,26,True,DAL
FLA,Sergei Bobrovsky,4,31,NYR,Igor Shesterkin,5,22,True,NYR
NSH,Scott Wedgewood,1,25,UT,Karel Vejmelka,2,30,True,UT
EDM,Calvin Pickard,2,26,LA,Darcy Kuemper,3,27,True,LA
VAN,Arturs Silovs,2,24,SJ,Yaroslav Askarov,3,22,True,SJ
BOS,Joonas Korpisalo,3,34,NJ,Jake Allen,2,25,True,BOS
BUF,Ukko-Pekka Luukkonen,6,24,TOR,Anthony Stolarz,3,36,True,BUF
OTT,Linus Ullmark,2,31,CHI,Laurent Brossoit,2,18,False,CHI
TB,Jonas Johansson,3,20,FLA,Sergei Bobrovsky,5,22,True,FLA
PHI,Ivan Fedotov,1,25,CBJ,Elvis Merzlikins,2,29,True,CBJ
NYI,Ilya Sorokin,3,26,WSH,Logan Thompson,0,22,True,NYI
STL,Jordan Binnington,3,21,UT,Karel Vejmelka,0,21,True,STL
MIN,Filip Gustavsson,1,24,ANA,John Gibson,1,19,False,ANA
CGY,Dustin Wolf,4,27,VGK,Adin Hill,0,24,True,CGY
SEA,Philipp Grubauer,1,19,LA,Darcy Kuemper,4,30,True,LA
MTL,Caiden Primeau,4,19,CAR,Frederik Andersen,1,29,True,MTL
WPG,Kaapo Kahkonen,3,32,ANA,John Gibson,2,26,True,WPG
NJ,Jake Allen,4,33,DET,Cam Talbot,1,19,True,NJ
NSH,Juuse Saros,0,29,DAL,Casey DeSmith,1,27,True,DAL
VAN,Arturs Silovs,4,31,VGK,Adin Hill,6,28,True,VGK
SJ,Yaroslav Askarov,3,17,EDM,Calvin Pickard,3,30,False,EDM
BUF,Devon Levi,1,19,PHI,Ivan Fedotov,0,23,True,BUF
TOR,Anthony Stolarz,6,34,DET,Cam Talbot,2,18,True,TOR
OTT,Anton Forsberg,3,22,CAR,Frederik Andersen,4,31,True,CAR
NYR,Igor Shesterkin,3,34,TB,Andrei Vasilevskiy,2,34,True,NYR
PIT,Alex Nedelkovich,2,24,WSH,Logan Thompson,2,26,False,WSH
CBJ,Elvis Merzlikins,1,18,NYI,Semyon Varlamov,5,35,True,NYI
